award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
U336S090121,0001,,SAI NOT AVAILABLE,307702.00,0.00,307702.0,0.00,,,,2009-09-25,2009-10-01,2010-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,00000,NEW YORK,000,,NY,NEW YORK,10036,7207,08,,,,USA,UNITED STATES,3600000,NEW YORK,061,NEW YORK,NEW YORK,100367207,08,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,A,,2,,2010-05-06 00:00:00
U336S090121,0011,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2009-09-25,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,C,,2,,2011-09-06 00:00:00
U336S090121,0002,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2009-09-25,2009-10-01,2010-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,08,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,A,,2,,2010-06-07 00:00:00
Q215M090038,0001,,SAI NOT AVAILABLE,313733.00,0.00,313733.0,0.00,,0.00,,2009-05-08,2009-06-01,2011-05-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,00000,GOSHEN,000,,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3600000,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,GRANTS TO IMPROVE THE MENTAL HEALTH OF CHILDREN,NON,,01,,,,A,,2,,2010-05-06 00:00:00
P116W090076,0006,,SAI NOT AVAILABLE,0.00,76771.00,76771.0,0.00,,0.00,,2009-09-30,2012-01-01,2012-12-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,143532294,EXCELSIOR COLLEGE,,,USA,UNITED STATES,7 COLUMBIA CIR,,01000,ALBANY,001,ALBANY,NY,NEW YORK,12203,5159,21,,,,USA,UNITED STATES,3601000,ALBANY,001,ALBANY,NEW YORK,122035159,21,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,INNOVATIVE STRATEGIES IN COMMUNITY COLLEGES FOR WORKING ADULTS AND DISPLACED WORKERS,NON,,12,,,,C,,2,,2011-08-08 00:00:00
Q215M090038,0002,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2009-05-08,2009-06-01,2011-05-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,29542,GOSHEN,071,ORANGE,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3629542,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,GRANTS TO IMPROVE THE MENTAL HEALTH OF CHILDREN,NON,,01,,,,A,,2,,2010-05-20 00:00:00
Q215M090038,0004,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2009-05-08,2009-06-01,2011-05-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,29542,GOSHEN,071,ORANGE,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3629542,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,GRANTS TO IMPROVE THE MENTAL HEALTH OF CHILDREN,NON,,01,,,,A,,2,,2010-12-20 00:00:00
U215K090174,0004,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2009-09-29,2009-09-30,2011-09-29,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,023992472,FLORIDA UNION FREE SCHOOL DISTRICT,FLORIDA UNION FREE SCHOOL DISTRICT,023992472,USA,UNITED STATES,51 N MAIN ST,,05585,FLORIDA,001,ALBANY,NY,NEW YORK,10921,0757,19,,,,USA,UNITED STATES,3605585,FLORIDA,071,ORANGE,NEW YORK,109210757,19,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,FIE EARMARK GRANT AWARDS,NON,,05,,,,A,,2,,2010-12-20 00:00:00
P116W090076,0005,,SAI NOT AVAILABLE,0.00,135492.00,135492.0,0.00,,0.00,,2009-09-30,2010-01-01,2011-12-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,143532294,EXCELSIOR COLLEGE,,,USA,UNITED STATES,7 COLUMBIA CIR,,01000,ALBANY,001,ALBANY,NY,NEW YORK,12203,5159,21,,,,USA,UNITED STATES,3601000,ALBANY,001,ALBANY,NEW YORK,122035159,21,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,INNOVATIVE STRATEGIES IN COMMUNITY COLLEGES FOR WORKING ADULTS AND DISPLACED WORKERS,NON,,12,,,,A,,2,,2011-03-21 00:00:00
P116W090226,0007,,SAI NOT AVAILABLE,0.00,115462.00,115462.0,0.00,,0.00,,2009-09-30,2011-11-30,2012-09-20,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,620129077,RFCUNY - KINGSBOROUGH COMMUNITY COLLEGE,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,2001 ORIENTAL BLVD,,10011,BROOKLYN,009,CATTARAUGUS,NY,NEW YORK,11235,2333,09,,,,USA,UNITED STATES,3610011,BROOKLYN,047,KINGS,NEW YORK,112352333,09,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,INNOVATIVE STRATEGIES IN COMMUNITY COLLEGES FOR WORKING ADULTS AND DISPLACED WORKERS,NON,,06,,,,C,,2,,2011-08-08 00:00:00
