award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
U336S090121,0004,,SAI NOT AVAILABLE,936505.00,0.00,936505.0,0.00,,,,2010-09-01,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,08,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,A,,2,,2010-09-07 00:00:00
U336S090121,0006,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2010-09-01,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,A,,2,,2010-10-26 00:00:00
U336S090121,0009,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2010-09-01,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,C,,2,,2010-12-20 00:00:00
U336S090121,0012,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2010-09-01,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,C,,2,,2011-09-06 00:00:00
U336S090121,0010,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2010-09-01,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,A,,2,,2010-12-20 00:00:00
U336S090121,0003,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,,,2010-09-01,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,08,,84.336,TEACHER QUALITY PARTNERSHIP GRANTS,04,,FY 2009 TEACHER QUALITY PARTNERSHIPS GRANTS,NON,,06,,,,C,,2,,2010-09-07 00:00:00
S374A070059,0024,,SAI NOT AVAILABLE,0.00,1090605.00,1090605.0,0.00,,0.00,,2010-09-29,2009-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,030105659,NEW LEADERS  INC.,"NEW LEADERS, INC.",030105659,USA,UNITED STATES,30 W 26TH ST 2ND FL,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10010,2079,08,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100102079,08,,84.374,TEACHER INCENTIVE FUND,04,,TEACHER INCENTIVE FUND,NON,,22,,,,C,,2,,2010-12-20 00:00:00
S358A107656,0001,,SAI NOT AVAILABLE,1945.00,0.00,1945.0,0.00,,0.00,,2010-09-30,2010-07-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100054444,AVOCA CENTRAL SCHOOL DISTRICT,AVOCA CENTRAL SCHOOL DISTRICT,100054444,USA,UNITED STATES,17 OLIVER ST # 29,,03331,AVOCA,101,STEUBEN,NY,NEW YORK,14809,9606,29,,,,USA,UNITED STATES,3603331,AVOCA,101,STEUBEN,NEW YORK,148099606,29,,84.358,RURAL EDUCATION,03,,APPLICATION FOR SMALL  RURAL SCHOOL ACHIEVEMENT PROGRAM,NON,,05,,,,A,,2,,2010-10-06 00:00:00
S358A107656,0003,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2010-09-30,2010-07-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100054444,AVOCA CENTRAL SCHOOL DISTRICT,AVOCA CENTRAL SCHOOL DISTRICT,100054444,USA,UNITED STATES,17 OLIVER ST # 29,,03331,AVOCA,101,STEUBEN,NY,NEW YORK,14809,9606,29,,,,USA,UNITED STATES,3603331,AVOCA,101,STEUBEN,NEW YORK,148099606,29,,84.358,RURAL EDUCATION,03,,APPLICATION FOR SMALL  RURAL SCHOOL ACHIEVEMENT PROGRAM,NON,,05,,,,A,,2,,2010-12-20 00:00:00
S374A100009,0004,,SAI NOT AVAILABLE,0.00,0.00,0.0,0.00,,0.00,,2010-09-29,2010-10-01,2013-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071130574,CENTER FOR EDUCATIONAL INNOVATION,,,USA,UNITED STATES,28 W 44TH ST STE 300,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7414,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367414,14,,84.374,TEACHER INCENTIVE FUND,04,,TEACHER INCENTIVE FUND,NON,,22,,,,A,,2,,2011-03-21 00:00:00
