award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
S215F130238,0002,,SAI NOT AVAILABLE,329882.00,33000.00,329882.0,0.00,,,,2014-09-16,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,043055557,QUEENSBURY UNION FREE SCHOOL,QUEENSBURY UNION FREE SCHOOL,043055557,USA,UNITED STATES,429 AVIATION RD,,60345,QUEENSBURY,113,WARREN,NY,NEW YORK,12804,2914,20,,,,USA,UNITED STATES,3660345,QUEENSBURY,113,WARREN,NEW YORK,128042914,20,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2014-10-03 00:00:00
S184G140190,0001,,SAI NOT AVAILABLE,229397.00,0.00,229397.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100054436,AUBURN ENLARGED CITY SCHOOL DISTRICT,AUBURN ENLARGED CITY SCHOOL DISTRICT,100054436,USA,UNITED STATES,78 THORNTON AVE,,03078,AUBURN,011,CAYUGA,NY,NEW YORK,13021,4683,24,,,,USA,UNITED STATES,3603078,AUBURN,011,CAYUGA,NEW YORK,130214683,24,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,02,,,,A,,2,,2014-10-30 00:00:00
S184G140428,0001,,SAI NOT AVAILABLE,222037.00,0.00,222037.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,800499589,CLEVELAND HILL UNION FREE SCHOOL DISTRICT #3,,074025230,USA,UNITED STATES,105 MAPLEVIEW RD,,15000,CHEEKTOWAGA,029,ERIE,NY,NEW YORK,14225,1524,27,,,,USA,UNITED STATES,3615000,BUFFALO,029,ERIE,NEW YORK,142251524,27,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2014-10-30 00:00:00
P066A110306,0005,,SAI NOT AVAILABLE,229996.00,0.00,229996.0,0.00,,,,2014-05-19,2014-09-01,2015-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.066,TRIO_EDUCATIONAL OPPORTUNITY CENTERS,04,,EDUCATIONAL OPPORTUNITY CENTERS PROGRAM,NON,,06,,,,B,,2,,2014-07-07 00:00:00
S215F130221,0002,,SAI NOT AVAILABLE,94256.00,9500.00,94256.0,0.00,,,,2014-09-16,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,079680740,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,079680740,USA,UNITED STATES,151 HYDE PARKWAY,,56187,PALMYRA,117,WAYNE,NY,NEW YORK,14522,1235,25,,,,USA,UNITED STATES,3656187,PALMYRA,117,WAYNE,NEW YORK,145221235,25,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2014-10-03 00:00:00
S184G140270,0001,,SAI NOT AVAILABLE,723102.00,0.00,723102.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100056100,LYONS CENTRAL SCHOOL DISTRICT,LYONS CENTRAL SCHOOL DISTRICT,100056100,USA,UNITED STATES,10 CLYDE RD,,43962,LYONS,117,WAYNE,NY,NEW YORK,14489,1441,25,,,,USA,UNITED STATES,3643962,LYONS,117,WAYNE,NEW YORK,144891441,25,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2014-10-30 00:00:00
S184G140241,0001,,SAI NOT AVAILABLE,694033.00,0.00,694033.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,782642292,BUFFALO CITY SCHOOL DISTRICT,,031734861,USA,UNITED STATES,712 CITY HALL,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14202,3307,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142023307,27,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,02,,,,A,,2,,2014-10-30 00:00:00
H250J140049,0001,,SAI NOT AVAILABLE,453437.00,50382.00,453437.0,0.00,,,,2014-09-29,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,074038266,"SENECA NATION OF INDIANS, THE",SENECA NATION OF INDIANS,074038266,USA,UNITED STATES,3644 ADMINISTRATION DR,,64749,SALAMANCA,009,CATTARAUGUS,NY,NEW YORK,14779,9740,29,,,,USA,UNITED STATES,3664749,SALAMANCA,009,CATTARAUGUS,NEW YORK,147799740,29,,84.250,REHABILITATION SERVICES_AMERICAN INDIANS WITH DISABILITIES,04,,AMERICAN INDIAN VOCATIONAL REHABILITATION SERVICES,NON,,11,,,,A,,2,,2014-10-30 00:00:00
S184G140437,0001,,SAI NOT AVAILABLE,138576.00,0.00,138576.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071482657,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,071482657,USA,UNITED STATES,3600 UNION RD,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14225,5124,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142255124,27,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2014-10-30 00:00:00
S184G140234,0001,,SAI NOT AVAILABLE,319966.00,0.00,319966.0,0.00,,,,2014-09-22,2014-10-01,2015-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,068031921,LONGWOOD CENTRAL SCHOOL DISTRICT,LONGWOOD CENTRAL SCHOOL DISTRICT,068031921,USA,UNITED STATES,35 YAPHANK MIDDLE ISLAND RD,,46976,MIDDLE ISLAND,103,SUFFOLK,NY,NEW YORK,11953,2369,01,,,,USA,UNITED STATES,3646976,MIDDLE ISLAND,103,SUFFOLK,NEW YORK,119532369,01,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES_NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2014-10-30 00:00:00
