award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
H328M150014,0001,,SAI NOT AVAILABLE,616042.00,410345.00,616042.0,0.00,,,,2015-08-04,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,080522386,"ADVOCATES FOR CHILDREN OF NEW YORK, INC",,,USA,UNITED STATES,151 W 30TH ST 5TH FL,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10001,4024,12,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100014024,12,,84.328,SPECIAL EDUCATION-TRAINING AND INFORMATION FOR PARENTS OF CHILDREN WITH DI,04,,PARENT TRAINING AND INFORMATION CENTER,NON,,12,,,,A,,2,,2015-08-19 00:00:00
P382A150034,0001,,SAI NOT AVAILABLE,600000.00,36373.00,600000.0,0.00,,,,2015-09-24,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,620128822,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,94-20 GUY R BREWER BLVD,,38231,JAMAICA,081,QUEENS,NY,NEW YORK,11451,0001,06,,,,USA,UNITED STATES,3638231,JAMAICA,081,QUEENS,NEW YORK,114510001,06,,84.382,STRENGTHENING MINORITY-SERVING INSTITUTIONS,04,,PREDOMINANTLY BLACK INSTITUTIONS,NON,,06,,,,A,,2,,2015-10-06 00:00:00
H250K150015,0001,,SAI NOT AVAILABLE,406000.00,68711.00,406000.0,0.00,,,,2015-09-17,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,797816647,SAINT REGIS MOHAWK TRIBE,,,USA,UNITED STATES,412 STATE ROUTE 37,,35034,HOGANSBURG,033,FRANKLIN,NY,NEW YORK,13655,3109,23,,,,USA,UNITED STATES,3635034,HOGANSBURG,033,FRANKLIN,NEW YORK,136553109,23,,84.250,REHABILITATION SERVICES - AMERICAN INDIANS WITH DISABILITIES,04,,AMERICAN INDIAN VOCATIONAL REHABILITATION SERVICES,NON,,11,,,,A,,2,,2015-10-06 00:00:00
S215F140149,0002,,SAI NOT AVAILABLE,74716.00,68720.00,74716.0,0.00,,,,2015-04-20,2015-05-01,2016-04-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100055979,LE ROY CENTRAL SCHOOLS,,,USA,UNITED STATES,9300 SOUTH ST RD,,42026,LE ROY,037,GENESEE,NY,NEW YORK,14482,8932,26,,,,USA,UNITED STATES,3642026,LE ROY,037,GENESEE,NEW YORK,144828932,26,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2015-05-08 00:00:00
S184G140270,0002,,SAI NOT AVAILABLE,698994.00,0.00,698994.0,0.00,,,,2015-09-03,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100056100,LYONS CENTRAL SCHOOL DISTRICT,LYONS CENTRAL SCHOOL DISTRICT,100056100,USA,UNITED STATES,10 CLYDE RD,,43962,LYONS,117,WAYNE,NY,NEW YORK,14489,1441,25,,,,USA,UNITED STATES,3643962,LYONS,117,WAYNE,NEW YORK,144891441,25,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2015-09-21 00:00:00
U282M140028,0002,,SAI NOT AVAILABLE,1.00,0.00,1.0,0.00,,,,2015-08-25,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,961730988,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.","SUCCESS ACADEMY CHARTER SCHOOLS, INC.",830186487,USA,UNITED STATES,"141 41 EAST 111TH STREET, 3RD FLOOR",,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10029,,15,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,10029,15,,84.282,CHARTER SCHOOLS,04,,CHARTER SCHOOLS MANAGEMENT ORGANIZATIONS,NON,,05,,,,B,,2,,2015-09-21 00:00:00
P066A110241,0005,,SAI NOT AVAILABLE,361593.00,0.00,361593.0,0.00,,,,2015-09-04,2015-09-01,2016-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,057985970,GENESEE COMMUNITY COLLEGE,"NEW YORK, STATE OF",041002973,USA,UNITED STATES,1 COLLEGE RD,,04715,BATAVIA,037,GENESEE,NY,NEW YORK,14020,9704,26,,,,USA,UNITED STATES,3604715,BATAVIA,037,GENESEE,NEW YORK,140209704,26,,84.066,TRIO - EDUCATIONAL OPORTUNITY CENTERS,04,,EDUCATIONAL OPPORTUNITY CENTERS PROGRAM,NON,,06,,,,B,,2,,2015-09-21 00:00:00
S184G140437,0002,,SAI NOT AVAILABLE,160945.00,0.00,160945.0,0.00,,,,2015-09-03,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071482657,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,071482657,USA,UNITED STATES,3600 UNION RD,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14225,5124,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142255124,27,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2015-09-21 00:00:00
S184G140190,0002,,SAI NOT AVAILABLE,212441.00,0.00,212441.0,0.00,,,,2015-09-03,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100054436,AUBURN ENLARGED CITY SCHOOL DISTRICT,AUBURN ENLARGED CITY SCHOOL DISTRICT,100054436,USA,UNITED STATES,78 THORNTON AVE,,03078,AUBURN,011,CAYUGA,NY,NEW YORK,13021,4683,24,,,,USA,UNITED STATES,3603078,AUBURN,011,CAYUGA,NEW YORK,130214683,24,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,02,,,,A,,2,,2015-09-21 00:00:00
S215F130023,0003,,SAI NOT AVAILABLE,207127.00,21000.00,207127.0,0.00,,,,2015-09-11,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071601991,MEXICO CENTRAL SCHOOL DISTRICT,MEXICO CENTRAL SCHOOL DISTRICT,071601991,USA,UNITED STATES,16 FRAVOR RD SUITE A,,46811,MEXICO,075,OSWEGO,NY,NEW YORK,13114,3011,22,,,,USA,UNITED STATES,3646811,MEXICO,075,OSWEGO,NEW YORK,131143011,22,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2015-09-21 00:00:00
P044A110913,0006,,SAI NOT AVAILABLE,230000.00,0.00,230000.0,0.00,,,,2015-06-24,2015-09-01,2016-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.044,TRIO - TALENT SEARCH,04,,TALENT SEARCH PROGRAM,NON,,06,,,,B,,2,,2015-07-07 00:00:00
S215F130043,0003,,SAI NOT AVAILABLE,167665.00,17000.00,167665.0,0.00,,,,2015-09-11,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,096309968,HOLLAND CENTRAL SCHOOL,HOLLAND CENTRAL SCHOOL,096309968,USA,UNITED STATES,103 CANADA STREET,,35111,HOLLAND,029,ERIE,NY,NEW YORK,14080,,27,,,,USA,UNITED STATES,3635111,HOLLAND,029,ERIE,NEW YORK,14080,27,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2015-09-21 00:00:00
P382A150031,0001,,SAI NOT AVAILABLE,600000.00,0.00,600000.0,0.00,,,,2015-09-24,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.382,STRENGTHENING MINORITY-SERVING INSTITUTIONS,04,,PREDOMINANTLY BLACK INSTITUTIONS,NON,,06,,,,A,,2,,2015-10-06 00:00:00
U282M150012,0001,,SAI NOT AVAILABLE,3794396.00,0.00,3794396.0,0.00,,,,2015-09-28,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,830186487,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.","SUCCESS ACADEMY CHARTER SCHOOLS, INC.",830186487,USA,UNITED STATES,95 PINE ST FL 5,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10005,3918,10,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100053918,10,,84.282,CHARTER SCHOOLS,04,,CHARTER SCHOOLS MANAGEMENT ORGANIZATIONS,NON,,05,,,,A,,2,,2015-10-06 00:00:00
S215F130321,0003,,SAI NOT AVAILABLE,562000.00,57000.00,562000.0,0.00,,,,2015-09-11,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,096192109,CITY SCHOOL DISTRICT OF NEW ROCHELLE (INC),CITY SCHOOL DISTRICT OF NEW ROCHELLE (INC),096192109,USA,UNITED STATES,515 NORTH AVE,,50617,NEW ROCHELLE,119,WESTCHESTER,NY,NEW YORK,10801,3405,18,,,,USA,UNITED STATES,3650617,NEW ROCHELLE,119,WESTCHESTER,NEW YORK,108013405,18,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,CAROL M. WHITE PHYSICAL EDUCATION PROGRAM,NON,,05,,,,B,,2,,2015-09-21 00:00:00
S184G140428,0002,,SAI NOT AVAILABLE,216531.00,0.00,216531.0,0.00,,,,2015-09-03,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,800499589,CLEVELAND HILL UNION FREE SCHOOL DISTRICT #3,,074025230,USA,UNITED STATES,105 MAPLEVIEW RD,,15000,CHEEKTOWAGA,029,ERIE,NY,NEW YORK,14225,1524,27,,,,USA,UNITED STATES,3615000,BUFFALO,029,ERIE,NEW YORK,142251524,27,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2015-09-21 00:00:00
P066A110023,0005,,SAI NOT AVAILABLE,230000.00,0.00,230000.0,0.00,,,,2015-09-04,2015-09-01,2016-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,131639908,MOHAWK VALLEY COMMUNITY COLLEGE DORMITORY COR,,,USA,UNITED STATES,1101 SHERMAN DR,,76540,UTICA,065,ONEIDA,NY,NEW YORK,13501,5308,24,,,,USA,UNITED STATES,3676540,UTICA,065,ONEIDA,NEW YORK,135015308,24,,84.066,TRIO - EDUCATIONAL OPORTUNITY CENTERS,04,,EDUCATIONAL OPPORTUNITY CENTERS PROGRAM,NON,,06,,,,B,,2,,2015-09-21 00:00:00
S184G140241,0002,,SAI NOT AVAILABLE,651912.00,0.00,651912.0,0.00,,,,2015-09-03,2015-10-01,2016-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,782642292,BUFFALO CITY SCHOOL DISTRICT,,031734861,USA,UNITED STATES,712 CITY HALL,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14202,3307,26,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142023307,26,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,02,,,,A,,2,,2015-09-21 00:00:00
U215X100462,0005,,SAI NOT AVAILABLE,-73857.00,0.00,-73857.0,0.00,,0.00,,2015-09-30,2010-09-01,2014-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,114058175,ROCHESTER CITY SCHOOL DISTRICT,ROCHESTER CITY SCHOOL DISTRICT,114058175,USA,UNITED STATES,131 W BROAD ST,,63000,ROCHESTER,055,MONROE,NY,NEW YORK,14614,1103,25,,,,USA,UNITED STATES,3663000,ROCHESTER,055,MONROE,NEW YORK,146141103,25,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,TEACHING AMERICAN HISTORY GRANTS,NON,,02,,,,D,,2,,2015-10-06 00:00:00
P066A110306,0006,,SAI NOT AVAILABLE,229996.00,0.00,229996.0,0.00,,,,2015-09-04,2015-09-01,2016-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST STREET FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,14,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,14,,84.066,TRIO - EDUCATIONAL OPORTUNITY CENTERS,04,,EDUCATIONAL OPPORTUNITY CENTERS PROGRAM,NON,,06,,,,B,,2,,2015-09-21 00:00:00
