award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
S184G140270,0003,,SAI NOT AVAILABLE,705755.00,0.00,705755.0,0.00,,,,2016-09-01,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,100056100,LYONS CENTRAL SCHOOL DISTRICT,LYONS CENTRAL SCHOOL DISTRICT,100056100,USA,UNITED STATES,10 CLYDE RD,,43962,LYONS,117,WAYNE,NY,NEW YORK,14489,1441,24,,,,USA,UNITED STATES,3643962,LYONS,117,WAYNE,NEW YORK,144891441,24,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2016-09-21 00:00:00
U282M140028,0003,,SAI NOT AVAILABLE,2983499.00,0.00,2983499.0,0.00,,,,2016-09-27,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,961730988,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.","SUCCESS ACADEMY CHARTER SCHOOLS, INC.",830186487,USA,UNITED STATES,"141 41 EAST 111TH STREET, 3RD FLOOR",,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10029,,15,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,10029,15,,84.282,CHARTER SCHOOLS,04,,CHARTER SCHOOLS MANAGEMENT ORGANIZATIONS,NON,,05,,,,B,,2,,2016-10-05 00:00:00
P382A150031,0002,,SAI NOT AVAILABLE,600000.00,0.00,600000.0,0.00,,,,2016-08-15,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,064932676,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF,"CITY UNIVERSITY OF NEW YORK, THE",073268849,USA,UNITED STATES,230 W 41ST ST FL 7,,51000,NEW YORK,061,NEW YORK,NY,NEW YORK,10036,7207,10,,,,USA,UNITED STATES,3651000,NEW YORK,061,NEW YORK,NEW YORK,100367207,10,,84.382,STRENGTHENING MINORITY-SERVING INSTITUTIONS,04,,PREDOMINANTLY BLACK INSTITUTIONS,NON,,06,,,,B,,2,,2016-08-26 00:00:00
S330B160023,0002,,SAI NOT AVAILABLE,4971.00,0.00,4971.0,0.00,,0.00,,2016-09-30,2016-09-01,2017-08-31,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,"EDUCATION DEPARTMENT, NEW YORK STATE","NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,01000,ALBANY,001,ALBANY,NY,NEW YORK,12234,1000,20,,,,USA,UNITED STATES,3601000,ALBANY,001,ALBANY,NEW YORK,122341000,20,,84.330,ADVANCED PLACEMENT PROGRAM,04,,ADVANCED PLACEMENT TEST FEES,NON,,00,,,,C,,2,,2016-10-05 00:00:00
S184G140234,0003,,SAI NOT AVAILABLE,314491.00,0.00,314491.0,0.00,,,,2016-09-01,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,068031921,LONGWOOD CENTRAL SCHOOL DISTRICT,LONGWOOD CENTRAL SCHOOL DISTRICT,068031921,USA,UNITED STATES,35 YAPHANK MIDDLE ISLAND RD,,46976,MIDDLE ISLAND,103,SUFFOLK,NY,NEW YORK,11953,2369,01,,,,USA,UNITED STATES,3646976,MIDDLE ISLAND,103,SUFFOLK,NEW YORK,119532369,01,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2016-09-21 00:00:00
S377A100033,0006,,SAI NOT AVAILABLE,-1.00,0.00,-1.0,0.00,,0.00,,2016-09-30,2010-07-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,806782173,"EDUCATION DEPARTMENT, NEW YORK STATE","NEW YORK, STATE OF",041002973,USA,UNITED STATES,89 WASHINGTON AVE,,01000,ALBANY,001,ALBANY,NY,NEW YORK,12234,1000,20,,,,USA,UNITED STATES,3601000,ALBANY,001,ALBANY,NEW YORK,122341000,20,,84.377,SCHOOL IMPROVEMENT GRANTS,03,,SCHOOL IMPROVEMENT GRANTS,NON,,00,,,,D,,2,,2016-10-05 00:00:00
H250J140049,0003,,SAI NOT AVAILABLE,453437.00,50382.00,453437.0,0.00,,,,2016-09-13,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,074038266,SENECA NATION OF INDIANS,SENECA NATION OF INDIANS,074038266,USA,UNITED STATES,90 OHIYO WAY,,64749,SALAMANCA,009,CATTARAUGUS,NY,NEW YORK,14779,,23,,,,USA,UNITED STATES,3664749,SALAMANCA,009,CATTARAUGUS,NEW YORK,14779,23,,84.250,REHABILITATION SERVICES - AMERICAN INDIANS WITH DISABILITIES,04,,AMERICAN INDIAN VOCATIONAL REHABILITATION SERVICES,NON,,11,,,,B,,2,,2016-09-21 00:00:00
S184G140241,0003,,SAI NOT AVAILABLE,546342.00,0.00,546342.0,0.00,,,,2016-09-01,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,782642292,BUFFALO CITY SCHOOL DISTRICT,,031734861,USA,UNITED STATES,712 CITY HALL,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14202,3307,26,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142023307,26,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,02,,,,A,,2,,2016-09-21 00:00:00
P116J090011,0019,,SAI NOT AVAILABLE,-14777.00,0.00,-14777.0,0.00,,0.00,,2016-09-30,2012-09-01,2016-02-29,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,824771034,"HEALTH RESEARCH, INC.","HEALTH RESEARCH, INC.",002436061,USA,UNITED STATES,ELM AND CARLTON ST,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14263,0001,26,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142630001,26,,84.116,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,04,,E. U. - US ATLANTIS PROGRAM,NON,,12,,,,D,,2,,2016-10-05 00:00:00
S184G140437,0003,,SAI NOT AVAILABLE,185644.00,0.00,185644.0,0.00,,,,2016-09-01,2016-10-01,2017-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,071482657,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,071482657,USA,UNITED STATES,3600 UNION RD,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14225,5124,26,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142255124,26,,84.184,SAFE AND DRUG-FREE SCHOOLS AND COMMUNITIES - NATIONAL PROGRAMS,04,,SCHOOL CLIMATE TRANSFORMATION GRANTS TO LEAS,NON,,05,,,,A,,2,,2016-09-21 00:00:00
