award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
S330C080224,0001,,SAI NOT AVAILABLE,775474.00,445043.00,775474.0,0.00,,0.00,,2008-09-26,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,114058175,ROCHESTER CITY SCHOOL DISTRICT,ROCHESTER CITY SCHOOL DISTRICT,114058175,USA,UNITED STATES,131 W BROAD ST,,00000,ROCHESTER,000,,NY,NEW YORK,14614,1187,28,,,,USA,UNITED STATES,3600000,ROCHESTER,055,MONROE,NEW YORK,146141187,28,,84.330,ADVANCED PLACEMENT PROGRAM (ADVANCED PLACEMENT TEST FEE; ADVANCED PLACEMENT INCENTIVE PROGRAM GRANTS),04,,INCENTIVE PROGRAM,NON,,02,,,,C,,2,,2010-05-06 00:00:00
H264A080021,0026,,SAI NOT AVAILABLE,0.00,111895.00,111895.0,0.00,,0.00,,2008-09-29,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,002257350,SYRACUSE UNIVERSITY,SYRACUSE UNIVERSITY,002257350,USA,UNITED STATES,CONTROLLERS OFFICE SKYTOP OFFICE BL,,73000,SYRACUSE,067,ONONDAGA,NY,NEW YORK,13244,0001,25,,,,USA,UNITED STATES,3673000,SYRACUSE,067,ONONDAGA,NEW YORK,132440001,25,,84.264,REHABILITATION TRAINING_CONTINUING EDUCATION,04,,REHABILITATION CONTINUING EDUCATION PROGRAM,NON,,06,,,,C,,2,,2011-03-21 00:00:00
U215J080044,0024,,SAI NOT AVAILABLE,0.00,58271.00,58271.0,0.00,,0.00,,2008-09-27,2011-10-01,2012-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,074026857,UNITED WAY OF BUFFALO & ERIE COUNTY (INC),,,USA,UNITED STATES,742 DELAWARE AVE,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14209,2202,28,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142092202,28,,84.215,FUND FOR THE IMPROVEMENT OF EDUCATION,04,,FULL SERVICE COMMUNITY SCHOOLS PROGRAM,NON,,12,,,,C,,2,,2011-08-08 00:00:00
T293B060176,0011,,SAI NOT AVAILABLE,-13826.00,247509.00,-13826.0,0.00,,0.00,,2008-05-29,2008-09-16,2009-09-15,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,29542,GOSHEN,071,ORANGE,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3629542,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.293,FOREIGN LANGUAGE ASSISTANCE,04,,LEA GRANTS,NON,,01,,,,D,,2,,2011-09-20 00:00:00
T293B060176,0010,,SAI NOT AVAILABLE,0.00,247509.00,247509.0,0.00,,0.00,,2008-05-29,2008-09-16,2009-09-15,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,29542,GOSHEN,071,ORANGE,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3629542,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.293,FOREIGN LANGUAGE ASSISTANCE,04,,LEA GRANTS,NON,,01,,,,B,,2,,2011-03-21 00:00:00
T293B060176,0009,,SAI NOT AVAILABLE,0.00,247509.00,247509.0,0.00,,0.00,,2008-05-29,2008-09-16,2009-09-15,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,120524277,ORANGE-ULSTER BOCES INC,ORANGE-ULSTER BOCES INC,120524277,USA,UNITED STATES,53 GIBSON RD,,29542,GOSHEN,071,ORANGE,NY,NEW YORK,10924,6709,19,,,,USA,UNITED STATES,3629542,GOSHEN,071,ORANGE,NEW YORK,109246709,19,,84.293,FOREIGN LANGUAGE ASSISTANCE,04,,LEA GRANTS,NON,,01,,,,C,,2,,2011-03-21 00:00:00
U287N080019,0005,,SAI NOT AVAILABLE,0.00,2208450.00,2208450.0,0.00,,0.00,,2008-09-26,2008-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,094175429,"NORTHWEST BUFFALO COMMUNITY CENTER, INC.","NORTHWEST BUFFALO COMMUNITY CENTER, INC.",094175429,USA,UNITED STATES,155 LAWN AVE RM 200,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14207,1816,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142071816,27,,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,04,,HIGH-QUALITY SUPPLEMENTAL EDUCATIONAL SERVICES AND AFTER-SCHOOL PARTNERSHIPS DEMONSTRATION PROGRAM,NON,,12,,,,A,,2,,2011-03-21 00:00:00
S330C080224,0003,,SAI NOT AVAILABLE,0.00,445043.00,445043.0,0.00,,0.00,,2008-09-26,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,114058175,ROCHESTER CITY SCHOOL DISTRICT,ROCHESTER CITY SCHOOL DISTRICT,114058175,USA,UNITED STATES,131 W BROAD ST,,63000,ROCHESTER,055,MONROE,NY,NEW YORK,14614,1187,28,,,,USA,UNITED STATES,3663000,ROCHESTER,055,MONROE,NEW YORK,146141187,28,,84.330,ADVANCED PLACEMENT PROGRAM (ADVANCED PLACEMENT TEST FEE; ADVANCED PLACEMENT INCENTIVE PROGRAM GRANTS),04,,INCENTIVE PROGRAM,NON,,02,,,,C,,2,,2010-05-20 00:00:00
U287N080019,0007,,SAI NOT AVAILABLE,0.00,2208450.00,2208450.0,0.00,,0.00,,2008-09-26,2008-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,094175429,"NORTHWEST BUFFALO COMMUNITY CENTER, INC.","NORTHWEST BUFFALO COMMUNITY CENTER, INC.",094175429,USA,UNITED STATES,155 LAWN AVE RM 200,,11000,BUFFALO,029,ERIE,NY,NEW YORK,14207,1816,27,,,,USA,UNITED STATES,3611000,BUFFALO,029,ERIE,NEW YORK,142071816,27,,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,04,,HIGH-QUALITY SUPPLEMENTAL EDUCATIONAL SERVICES AND AFTER-SCHOOL PARTNERSHIPS DEMONSTRATION PROGRAM,NON,,12,,,,A,,2,,2011-10-05 00:00:00
S330C080012,0003,,SAI NOT AVAILABLE,0.00,768306.00,768306.0,0.00,,0.00,,2008-09-26,2010-10-01,2011-09-30,091,DEPARTMENT OF EDUCATION (ED),9100,DEPARTMENT OF EDUCATION,,,,,,,,,135504876,YONKERS CITY SCHOOL DISTRICT,YONKERS CITY SCHOOL DISTRICT,135504876,USA,UNITED STATES,1 LARKEN CENTER 3RD FLR,,84000,YONKERS,119,WESTCHESTER,NY,NEW YORK,10701,7044,17,,,,USA,UNITED STATES,3684000,YONKERS,119,WESTCHESTER,NEW YORK,107017044,17,,84.330,ADVANCED PLACEMENT PROGRAM (ADVANCED PLACEMENT TEST FEE; ADVANCED PLACEMENT INCENTIVE PROGRAM GRANTS),04,,INCENTIVE PROGRAM,NON,,02,,,,C,,2,,2010-07-21 00:00:00
